VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount
2,2015-01-15 23:49:37 +00:00,2015-01-15 23:57:46 +00:00,6,1.61,-74.0041275,40.71989822,-73.99943542,40.7385025,7.5,2,10.8
2,2015-01-15 23:49:37 +00:00,2015-01-15 23:56:16 +00:00,3,1.61,-74.00621033,40.71923065,-73.99660492,40.73783112,7,1.5,9.8
2,2015-01-15 23:49:38 +00:00,2015-01-15 23:53:47 +00:00,3,0.77,-74.00150299,40.739254,-73.99638367,40.73306656,5,1.1,7.4
2,2015-01-15 23:49:39 +00:00,2015-01-15 23:56:04 +00:00,1,1.4,-73.98497772,40.76044846,-73.99455261,40.75061035,7,0,8.3
2,2015-01-15 23:49:40 +00:00,2015-01-16 00:04:29 +00:00,1,3.81,-73.99354553,40.74199677,-73.95964813,40.78258514,14,2.71,18.01
2,2015-01-15 23:49:40 +00:00,2015-01-15 23:50:40 +00:00,5,0.27,-73.96583557,40.76554871,-73.96884918,40.76416397,3,0.7,5
2,2015-01-15 23:49:40 +00:00,2015-01-15 23:57:49 +00:00,1,2.57,-73.97084808,40.75606918,-73.94510651,40.78009796,9.5,2.5,13.3
2,2015-01-15 23:49:40 +00:00,2015-01-16 00:19:27 +00:00,1,9.98,-73.95615387,40.69442368,-73.97644806,40.63309479,31.5,0,32.8
2,2015-01-15 23:49:40 +00:00,2015-01-15 23:51:22 +00:00,1,0.85,-73.9771347,40.78484344,-73.97008514,40.79447556,4.5,0,5.8
2,2015-01-15 23:49:40 +00:00,2015-01-16 00:06:52 +00:00,1,5.27,-73.99772644,40.72179031,-73.9582901,40.65822983,18,4.62,23.92
2,2015-01-15 23:49:40 +00:00,2015-01-16 00:23:16 +00:00,1,7.28,-73.98757935,40.76026917,-73.95749664,40.69279861,27,0,28.3
2,2015-01-15 23:49:40 +00:00,2015-01-15 23:53:19 +00:00,1,0.96,-73.98963165,40.75784683,-73.98822784,40.76733398,5,1.1,7.4
2,2015-01-15 07:02:23 +00:00,2015-01-15 07:07:47 +00:00,1,1.29,-73.97650909,40.77576065,-73.98358154,40.7609024,6,0,6.8
2,2015-01-15 07:02:23 +00:00,2015-01-15 07:03:26 +00:00,1,0.29,-73.96086884,40.76103973,-73.95825958,40.76472092,3,0.5,4.3
2,2015-01-15 07:02:24 +00:00,2015-01-15 07:10:21 +00:00,1,2.3,-73.96400452,40.76519775,-73.98561859,40.74203491,9,0,9.8
2,2015-01-15 07:02:24 +00:00,2015-01-15 07:21:16 +00:00,2,8.97,-73.97238922,40.74617767,-73.94257355,40.84178543,26.5,1.5,28.8
2,2015-01-15 07:02:24 +00:00,2015-01-15 07:18:50 +00:00,2,7.95,-73.96448517,40.75650787,-74.01282501,40.72206116,23.5,4.7,29
2,2015-01-15 07:02:24 +00:00,2015-01-15 07:09:03 +00:00,1,1.04,-73.97193146,40.75016785,-73.98590088,40.7566452,6.5,2.5,9.8
2,2015-01-15 07:02:25 +00:00,2015-01-15 07:39:49 +00:00,2,17.54,-73.99297333,40.73557663,-73.78256226,40.64666748,52,10,68.13
2,2015-01-15 07:02:26 +00:00,2015-01-15 07:09:22 +00:00,5,1.37,-73.95644379,40.7681694,-73.97185516,40.76005173,7.5,1.12,9.42
2,2015-01-15 07:02:26 +00:00,2015-01-15 07:22:19 +00:00,1,7.96,-73.95645905,40.78696823,-74.0071106,40.70502853,24.5,0,25.3
2,2015-01-15 07:02:27 +00:00,2015-01-15 07:17:51 +00:00,1,3.87,-74.0087738,40.71379852,-73.9775238,40.76409149,14.5,2.9,18.2
2,2015-01-15 07:02:28 +00:00,2015-01-15 07:22:35 +00:00,2,3.87,-73.94367218,40.79587173,-73.98696136,40.76530838,16,0,16.8
2,2015-01-15 07:02:30 +00:00,2015-01-15 07:13:54 +00:00,1,2.54,-73.98822784,40.7296524,-73.99133301,40.75517273,11,0,11.8
2,2015-01-15 07:02:31 +00:00,2015-01-15 07:21:37 +00:00,1,11.1,-73.9730072,40.75515747,-73.86478424,40.77036667,31.5,7.53,45.16
2,2015-01-15 07:02:31 +00:00,2015-01-15 07:10:36 +00:00,1,1.74,-74.00399017,40.747509,-73.98439789,40.73313141,8,0,8.8
2,2015-01-15 07:02:31 +00:00,2015-01-15 07:14:59 +00:00,1,2,-73.98735046,40.7290802,-74.00980377,40.72156143,10.5,1,12.3
2,2015-01-15 07:02:31 +00:00,2015-01-15 07:08:29 +00:00,1,1.18,-73.98154449,40.78030396,-73.98196411,40.7638588,6.5,0,7.3
2,2015-01-15 07:02:31 +00:00,2015-01-15 07:03:02 +00:00,1,0,-73.94881439,40.77145386,-73.94881439,40.77145386,2.5,0,3.3
2,2015-01-15 07:02:32 +00:00,2015-01-15 07:12:26 +00:00,1,2,-73.98070526,40.73050308,-74.00547028,40.72705078,9.5,1.9,12.2
2,2015-01-15 07:02:32 +00:00,2015-01-15 07:14:37 +00:00,1,1.75,-73.9885788,40.76762772,-73.99468994,40.75037766,10,2,12.8
2,2015-01-15 07:02:32 +00:00,2015-01-15 07:03:55 +00:00,2,0.43,-73.95604706,40.7796402,-73.95693207,40.78427887,3.5,0.7,5
2,2015-01-15 07:02:32 +00:00,2015-01-15 07:14:29 +00:00,2,2.09,-73.98827362,40.74622345,-73.99798584,40.7215538,10,2,12.8
2,2015-01-15 00:18:39 +00:00,2015-01-15 00:22:39 +00:00,1,0.8,-73.97629547,40.75161362,-73.9890213,40.75697327,5,0,6.3
2,2015-01-15 00:18:39 +00:00,2015-01-16 00:15:17 +00:00,1,1.03,-73.99603271,40.74419022,-73.9797287,40.73984909,6.5,0,7.8
2,2015-01-15 00:18:40 +00:00,2015-01-15 00:30:24 +00:00,6,8.84,-73.87256622,40.77415848,-73.98535156,40.71868515,24.5,2.2,28
2,2015-01-15 00:18:40 +00:00,2015-01-15 00:45:06 +00:00,1,12.27,-73.98415375,40.76161194,-73.82622528,40.75668335,35.5,0,42.13
2,2015-01-15 00:18:41 +00:00,2015-01-15 00:21:11 +00:00,1,0.62,-73.98112488,40.75112534,-73.99058533,40.75530243,4.5,0,5.8
2,2015-01-15 00:18:41 +00:00,2015-01-15 00:42:49 +00:00,1,7.19,-73.98381042,40.76538849,-73.96143341,40.70920181,24,4.9,30.2
2,2015-01-15 00:18:42 +00:00,2015-01-15 00:26:52 +00:00,5,2.28,-73.97750092,40.78432083,-73.95236206,40.79140854,9,1.9,12.2
2,2015-01-15 00:18:42 +00:00,2015-01-15 00:25:34 +00:00,1,2.22,-73.97259521,40.75509644,-73.98884583,40.73142624,8.5,2.7,12.5
2,2015-01-15 00:18:45 +00:00,2015-01-15 00:30:43 +00:00,2,3.76,-73.99341583,40.73842239,-73.94678497,40.74650955,13.5,3.87,24
2,2015-01-15 00:18:46 +00:00,2015-01-15 00:35:38 +00:00,1,9.32,-73.98748016,40.76035309,-73.93128967,40.85967636,26.5,5.4,33.2
2,2015-01-15 00:18:46 +00:00,2015-01-15 00:23:11 +00:00,2,0.71,-74.00295258,40.72192001,-74.0054245,40.72024155,5,1.65,7.95
2,2015-01-15 00:18:46 +00:00,2015-01-15 00:37:03 +00:00,5,4.78,-73.96221924,40.71974182,-73.99918365,40.73930359,17.5,4.5,23.3
2,2015-01-15 00:18:46 +00:00,2015-01-15 00:21:14 +00:00,1,0.45,-73.98256683,40.76100159,-73.98303986,40.76638031,4,0,5.3
2,2015-01-15 00:18:47 +00:00,2015-01-15 00:30:48 +00:00,2,3.13,-73.97918701,40.75037003,-74.00891113,40.71104813,12,1.5,14.8
2,2015-01-15 00:18:47 +00:00,2015-01-15 00:29:12 +00:00,1,1.44,-73.99337006,40.74721146,-73.98597717,40.75983047,8.5,0,9.8
2,2015-01-15 00:18:48 +00:00,2015-01-15 00:41:13 +00:00,5,11.03,-73.86273956,40.76897812,-73.89857483,40.85393143,31,0,37.63
2,2015-01-15 00:18:48 +00:00,2015-01-15 00:44:11 +00:00,5,5.52,-73.98429871,40.72518158,-73.91056061,40.69041824,19.5,0,20.8
2,2015-01-15 00:18:49 +00:00,2015-01-15 00:28:09 +00:00,1,2.05,-73.9705658,40.75854492,-73.99217987,40.74340057,9.5,0,10.8
2,2015-01-15 00:18:49 +00:00,2015-01-15 00:28:18 +00:00,6,1.51,-74.00414276,40.74221039,-73.98143768,40.7388916,8.5,1,10.8
2,2015-01-15 00:18:50 +00:00,2015-01-15 00:21:43 +00:00,5,0.27,-73.95560455,40.77674103,-73.95628357,40.77796173,4,0,5.3
2,2015-01-15 00:18:50 +00:00,2015-01-15 00:27:46 +00:00,3,3.15,-73.95048523,40.78667068,-73.98442841,40.76095581,11,2.88,15.18
2,2015-01-15 14:28:06 +00:00,2015-01-15 14:31:34 +00:00,4,0.62,-73.97218323,40.76330185,-73.97956085,40.76715088,4.5,1.12,6.42
2,2015-01-15 14:28:06 +00:00,2015-01-15 14:57:42 +00:00,1,10.44,-73.87294006,40.77421188,-73.9757843,40.76258087,32.5,0,38.63
2,2015-01-15 14:28:07 +00:00,2015-01-15 14:31:34 +00:00,1,0.86,-73.98588562,40.7448616,-73.98588562,40.7448616,5,0,5.8
2,2015-01-15 14:28:07 +00:00,2015-01-15 14:43:36 +00:00,1,7.33,-73.95482635,40.76558304,-74.01313019,40.71451187,22.5,2,25.3
2,2015-01-15 14:28:07 +00:00,2015-01-15 14:54:02 +00:00,1,3.16,-74.00735474,40.71281052,-73.98575592,40.75329208,17.5,2,20.3
2,2015-01-15 14:28:08 +00:00,2015-01-15 14:43:39 +00:00,2,2.18,-73.98258972,40.78240204,-73.97067261,40.76174545,12,2.4,15.2
2,2015-01-15 14:28:08 +00:00,2015-01-15 14:39:00 +00:00,1,2,-73.98030853,40.75370026,-73.9849472,40.77407837,9.5,1,11.3
2,2015-01-15 14:28:09 +00:00,2015-01-15 14:38:38 +00:00,1,0.92,-73.97615051,40.75183868,-73.98191071,40.75935364,9,2.25,12.05
2,2015-01-15 14:28:09 +00:00,2015-01-15 14:39:52 +00:00,2,2.54,-73.97872162,40.76252747,-73.94922638,40.77711105,10.5,2.62,13.92
2,2015-01-15 14:28:09 +00:00,2015-01-15 14:33:51 +00:00,1,0.81,-73.97583008,40.759552,-73.97705841,40.75097656,5.5,1,7.3
2,2015-01-15 14:28:09 +00:00,2015-01-15 14:32:29 +00:00,5,0.54,-73.97115326,40.7576561,-73.97653961,40.74983597,4.5,0,5.3
2,2015-01-15 14:28:10 +00:00,2015-01-15 14:31:46 +00:00,3,0.74,-73.99001312,40.74090576,-73.99728394,40.73339081,4.5,0,5.3
2,2015-01-15 14:28:10 +00:00,2015-01-15 14:41:50 +00:00,1,1.24,-73.98143005,40.7738266,-73.96710968,40.76379776,10,2,12.8
2,2015-01-15 14:28:10 +00:00,2015-01-15 14:40:45 +00:00,1,1.29,-73.99356842,40.74137878,-74.00653839,40.75127792,9.5,1.9,12.2
2,2015-01-15 14:28:11 +00:00,2015-01-15 14:43:57 +00:00,1,1.72,-73.97389221,40.76419067,-73.99198914,40.74945831,11,2.2,14
2,2015-01-15 14:28:11 +00:00,2015-01-15 14:40:58 +00:00,5,2.5,-73.97718811,40.73427582,-73.97118378,40.76012421,11,2.2,14
2,2015-01-15 14:28:11 +00:00,2015-01-15 14:46:55 +00:00,1,4.26,-73.95515442,40.71412277,-73.97115326,40.67508698,16.5,4.12,21.42
2,2015-01-15 14:28:11 +00:00,2015-01-15 14:34:35 +00:00,1,1.27,-73.96707916,40.76170731,-73.95560455,40.77662659,6.5,1.3,8.6
2,2015-01-15 14:28:13 +00:00,2015-01-15 14:42:29 +00:00,1,1.93,-73.9850769,40.73173904,-74.00350952,40.7156105,11,1,12.8
2,2015-01-15 14:28:13 +00:00,2015-01-15 15:08:41 +00:00,5,12.04,-73.78258514,40.64467621,-73.9618988,40.68793869,39,7.8,47.6
2,2015-01-15 14:28:14 +00:00,2015-01-15 14:37:24 +00:00,1,1.39,-73.9668045,40.78876114,-73.98221588,40.77795792,8,0,8.8
2,2015-01-15 09:25:31 +00:00,2015-01-15 09:45:07 +00:00,1,1.53,-73.99141693,40.74488449,-73.97673798,40.76329041,13,0,13.8
2,2015-01-15 09:25:31 +00:00,2015-01-15 09:48:20 +00:00,1,1.52,-73.97364044,40.751194,-73.98642731,40.75671768,14,2.8,17.6
2,2015-01-15 09:25:32 +00:00,2015-01-15 09:44:19 +00:00,1,3.11,-74.0114212,40.71511841,-73.99488831,40.75017929,15,3,18.8
2,2015-01-15 09:25:32 +00:00,2015-01-15 09:40:44 +00:00,1,2.41,-73.98847961,40.74599838,-73.99134827,40.71735382,12,2.4,15.2
2,2015-01-15 09:25:32 +00:00,2015-01-15 09:34:26 +00:00,5,1.13,-73.9781723,40.75439072,-73.99156189,40.75389862,7,3,10.8
2,2015-01-15 09:25:33 +00:00,2015-01-15 09:34:15 +00:00,1,0.88,-74.01622009,40.70501328,-74.01459503,40.71397781,7,1.4,9.2
2,2015-01-15 09:25:33 +00:00,2015-01-15 10:09:32 +00:00,3,8.75,-73.8666687,40.77088165,-73.97496796,40.75156021,34,11.8,51.93
2,2015-01-15 09:25:33 +00:00,2015-01-15 09:39:02 +00:00,1,1.42,-73.97514343,40.74909973,-73.99175262,40.7387352,10,3,13.8
2,2015-01-15 09:25:33 +00:00,2015-01-15 09:36:55 +00:00,5,1.85,-74.00706482,40.71596146,-74.00273895,40.7394104,9,2.25,12.05
2,2015-01-15 09:25:34 +00:00,2015-01-15 09:48:51 +00:00,4,1.93,-74.00369263,40.74774551,-73.98035431,40.75497818,14.5,3,18.3
2,2015-01-15 09:25:34 +00:00,2015-01-15 09:56:15 +00:00,1,5.73,-73.97679138,40.75170898,-74.01154327,40.7029686,25.5,5.1,31.4
2,2015-01-15 09:25:35 +00:00,2015-01-15 09:42:41 +00:00,5,1.81,-73.99917603,40.74415207,-73.98519897,40.76609039,12,0,12.8
2,2015-01-15 09:25:35 +00:00,2015-01-15 09:51:17 +00:00,1,7.53,-74.01528168,40.7164917,-73.95507813,40.76505661,24.5,4.9,30.2
2,2015-01-15 09:25:35 +00:00,2015-01-15 09:29:56 +00:00,1,0.82,-73.99472046,40.73171997,-73.99252319,40.7388382,5,0,5.8
2,2015-01-15 09:25:35 +00:00,2015-01-15 10:14:44 +00:00,1,10.52,-73.8707962,40.77371597,-74.0083313,40.71191406,38.5,7.7,47
2,2015-01-15 09:25:36 +00:00,2015-01-15 09:42:22 +00:00,2,4.01,-73.94908905,40.7732811,-73.98914337,40.7414856,15.5,3.1,19.4
2,2015-01-15 09:25:36 +00:00,2015-01-15 09:34:45 +00:00,1,1.19,-73.97820282,40.75244522,-73.9765625,40.76542664,8,1.6,10.4
2,2015-01-15 09:25:37 +00:00,2015-01-15 09:44:37 +00:00,1,1.5,-73.98062897,40.73387146,-74.00074005,40.74219131,12.5,2.5,15.8
2,2015-01-15 09:25:37 +00:00,2015-01-15 09:37:57 +00:00,2,1.24,-73.9657135,40.77437973,-73.97907257,40.76335907,6,3.2,10
2,2015-01-15 09:25:38 +00:00,2015-01-15 09:51:37 +00:00,1,2.95,-73.98889923,40.74483871,-74.00760651,40.70959854,17,0,17.8
2,2015-01-15 09:25:38 +00:00,2015-01-15 09:39:33 +00:00,1,1.48,-73.97969818,40.7736702,-73.96794891,40.76058197,10,2,12.8
2,2015-01-15 15:22:21 +00:00,2015-01-15 15:59:06 +00:00,1,8.2,-73.87293243,40.77401733,-73.96202087,40.70468521,27.5,0,29.3
2,2015-01-15 15:22:22 +00:00,2015-01-15 15:37:10 +00:00,1,1.67,-73.98892975,40.75870132,-73.9662323,40.76197815,10.5,2.62,13.92
2,2015-01-15 15:22:22 +00:00,2015-01-15 15:42:05 +00:00,1,1.53,-73.97603607,40.75125885,-73.99201202,40.74993896,13,2,15.8
2,2015-01-15 15:22:23 +00:00,2015-01-15 15:31:24 +00:00,1,1.33,-73.96189117,40.77629089,-73.98143005,40.78443527,8,1.6,10.4
2,2015-01-15 15:22:23 +00:00,2015-01-15 15:38:12 +00:00,5,2.63,-73.98310089,40.75085068,-73.99409485,40.72035599,12,1,13.8
2,2015-01-15 15:22:24 +00:00,2015-01-15 15:32:59 +00:00,1,1.2,-73.98436737,40.74583817,-73.97358704,40.76118088,8,0,8.8
2,2015-01-15 15:22:24 +00:00,2015-01-15 15:38:21 +00:00,1,4.79,-73.98601532,40.74044037,-74.01038361,40.70590973,17.5,4.38,22.68
2,2015-01-15 15:22:25 +00:00,2015-01-15 15:29:08 +00:00,3,1.41,-73.97789764,40.72943115,-73.9968338,40.72874832,7,1,8.8
2,2015-01-15 15:22:25 +00:00,2015-01-15 15:33:53 +00:00,4,1.63,-73.99034882,40.76669693,-73.98079681,40.78491974,9.5,0,10.3
2,2015-01-15 15:22:25 +00:00,2015-01-15 15:28:55 +00:00,5,0.79,-73.98020172,40.78577042,-73.97071075,40.78585815,6,1.2,8
2,2015-01-15 15:22:25 +00:00,2015-01-15 15:29:57 +00:00,1,0.92,-73.98853302,40.75442123,-73.9821167,40.74605942,6.5,1.3,8.6
2,2015-01-15 15:22:26 +00:00,2015-01-15 15:35:34 +00:00,1,0.9,-73.98377991,40.74739075,-73.97641754,40.74169922,9,1,10.8
2,2015-01-15 15:22:26 +00:00,2015-01-15 15:41:20 +00:00,5,2.46,-73.95926666,40.77172089,-73.98940277,40.76821136,14,4.2,19
2,2015-01-15 15:22:26 +00:00,2015-01-15 15:34:54 +00:00,1,1.82,-73.95948792,40.7722435,-73.95723724,40.77670288,9.5,1.5,11.8
2,2015-01-15 15:22:27 +00:00,2015-01-15 15:31:54 +00:00,1,0.9,-73.98620605,40.74074173,-73.97790527,40.74988556,7.5,1.88,10.18
2,2015-01-15 15:22:27 +00:00,2015-01-15 15:31:04 +00:00,5,1.66,-73.97438049,40.7629776,-73.98944855,40.74185944,8,0,8.8
2,2015-01-15 15:22:28 +00:00,2015-01-15 15:31:07 +00:00,1,1.37,-73.96379852,40.77153015,-73.98193359,40.77479553,8,2,10.8
2,2015-01-15 15:22:28 +00:00,2015-01-15 15:32:00 +00:00,2,2.04,-73.97388458,40.76052094,-73.95502472,40.78355408,9,0,9.8
2,2015-01-15 15:22:28 +00:00,2015-01-15 15:28:34 +00:00,1,1.2,-74.00239563,40.74518204,-73.99013519,40.73457718,6,0,6.8
2,2015-01-15 15:22:28 +00:00,2015-01-15 15:29:58 +00:00,5,1.86,-73.9824295,40.74571609,-73.99856567,40.72351837,8,0,8.8
2,2015-01-15 15:22:28 +00:00,2015-01-15 15:28:34 +00:00,1,1.05,-73.98127747,40.76895142,-73.97283173,40.76454163,6.5,1.3,8.6
2,2015-01-15 18:03:46 +00:00,2015-01-15 18:17:57 +00:00,2,1.9,-73.98098755,40.74737167,-73.96228027,40.76537704,10.5,2,14.3
2,2015-01-15 18:03:47 +00:00,2015-01-15 18:12:55 +00:00,1,0.84,-74.00227356,40.72955704,-73.9924469,40.73447037,7.5,1.7,11
2,2015-01-15 18:03:47 +00:00,2015-01-15 18:41:19 +00:00,1,10.02,-73.86279297,40.7690506,-73.98451233,40.74854279,34,6,47.13
2,2015-01-15 18:03:48 +00:00,2015-01-15 18:17:07 +00:00,3,2.06,-73.97959137,40.76561737,-73.96248627,40.77882385,10.5,2.3,14.6
2,2015-01-15 18:03:48 +00:00,2015-01-15 18:08:03 +00:00,1,0.73,-74.00445557,40.73087692,-74.00800323,40.73487854,5,1.2,8
2,2015-01-15 18:03:48 +00:00,2015-01-15 18:17:22 +00:00,1,2.1,-73.99845886,40.71995163,-73.99797821,40.74348831,10.5,2.88,15.18
2,2015-01-15 18:03:48 +00:00,2015-01-15 18:12:13 +00:00,6,1.62,-73.98171234,40.78041077,-73.96150208,40.78004837,8,1.8,11.6
2,2015-01-15 20:34:07 +00:00,2015-01-15 20:41:27 +00:00,1,1.67,-73.99989319,40.74812317,-74.0067215,40.73016739,7.5,1.6,10.4
2,2015-01-15 20:34:07 +00:00,2015-01-15 20:54:42 +00:00,2,3.56,-73.99755859,40.72103882,-73.97276306,40.76483154,16,2,19.3
2,2015-01-15 20:34:07 +00:00,2015-01-15 20:44:30 +00:00,5,1.56,-73.98889923,40.74324036,-73.97048187,40.75442886,8.5,0,9.8
2,2015-01-15 20:34:07 +00:00,2015-01-15 20:55:26 +00:00,1,3.28,-74.00444031,40.71967316,-73.97213745,40.7538414,15.5,2.5,19.3
2,2015-01-15 20:34:08 +00:00,2015-01-15 20:43:11 +00:00,1,1.54,-73.98880768,40.75799561,-73.98592377,40.76918793,8,0,9.3
2,2015-01-15 20:34:08 +00:00,2015-01-15 20:39:41 +00:00,1,0.95,-73.99603271,40.73794174,-74.00827026,40.73786926,6,1.62,8.92
2,2015-01-15 20:34:09 +00:00,2015-01-15 20:42:47 +00:00,1,1.83,-73.94728851,40.79993057,-73.94693756,40.78126526,8.5,2,11.8
2,2015-01-15 20:34:09 +00:00,2015-01-15 20:39:45 +00:00,1,0.68,-73.98815155,40.74963379,-73.99021912,40.75662613,5.5,0,6.8
2,2015-01-15 20:34:09 +00:00,2015-01-15 21:08:59 +00:00,1,10.86,-73.97582245,40.78659821,-73.9668808,40.69316101,34.5,7,42.8
2,2015-01-15 20:34:09 +00:00,2015-01-15 20:40:58 +00:00,1,1.57,-73.95533752,40.76836014,-73.95346832,40.78540039,7,1.66,9.96
2,2015-01-15 20:34:09 +00:00,2015-01-15 20:45:30 +00:00,1,1.84,-74.00598907,40.74559021,-73.98982239,40.73007965,9.5,0,10.8
2,2015-01-15 20:34:10 +00:00,2015-01-15 20:43:31 +00:00,5,2.07,-73.97662354,40.75751114,-73.95222473,40.77284622,9,2.85,13.15
2,2015-01-15 20:34:10 +00:00,2015-01-15 20:53:30 +00:00,1,4.18,-73.98696136,40.72251129,-73.9673996,40.77177811,16.5,0,17.8
2,2015-01-15 20:34:10 +00:00,2015-01-15 20:48:51 +00:00,1,3.05,-73.99411011,40.75164032,-73.97125244,40.7887001,12.5,2.2,16
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:46:09 +00:00,1,1.49,-74.00432587,40.73786545,-73.98162079,40.73438263,9,1.5,11.8
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:44:50 +00:00,2,1.61,-73.99365997,40.74182129,-73.97409058,40.73712158,8.5,1.96,11.76
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:47:55 +00:00,5,2.48,-73.9797287,40.78209686,-73.99111176,40.7507019,11.5,3.6,16.4
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:55:50 +00:00,1,7.55,-73.98021698,40.72650146,-73.88899994,40.7485199,25,0,26.3
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:40:56 +00:00,5,1.33,-74.0083313,40.73752975,-74.00392151,40.72232819,7,1.88,10.18
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:45:16 +00:00,5,1.78,-74.00491333,40.72018814,-73.99192047,40.74277878,9,1,11.3
2,2015-01-15 20:34:11 +00:00,2015-01-15 20:39:53 +00:00,1,1.35,-73.97206116,40.75416183,-73.95811462,40.76877213,6.5,1.4,9.2
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:07:41 +00:00,5,0.85,-73.99006653,40.77210999,-73.98045349,40.77809143,5,1,7.8
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:17:59 +00:00,1,2.64,-74.01377106,40.71572876,-74.00002289,40.74346161,11.5,0,13.3
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:51:17 +00:00,1,15.61,-73.87463379,40.77416611,-73.74617004,40.61091614,44.5,11.38,57.68
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:16:46 +00:00,2,3.26,-73.99841309,40.76081848,-74.01066589,40.71736908,12.5,2.7,17
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:07:41 +00:00,5,0.23,-74.00430298,40.71282578,-74.00669098,40.71366119,4,0,5.8
2,2015-01-15 18:03:43 +00:00,2015-01-15 18:38:07 +00:00,1,8.79,-73.87308502,40.77415848,-73.96346283,40.77452087,30.5,7.37,45
2,2015-01-15 18:03:44 +00:00,2015-01-15 18:09:02 +00:00,1,1.22,-73.99082947,40.75100327,-73.98799133,40.73849869,6,0,7.8
2,2015-01-15 18:03:44 +00:00,2015-01-15 18:16:38 +00:00,1,1.56,-73.97394562,40.75044632,-73.98579407,40.73525238,10,2.2,14
2,2015-01-15 18:03:44 +00:00,2015-01-15 18:08:34 +00:00,2,1.07,-73.9826355,40.77998352,-73.97369385,40.78939438,5.5,1.3,8.6
2,2015-01-15 18:03:44 +00:00,2015-01-15 18:13:58 +00:00,1,1.84,-74.01119232,40.71026611,-73.99925232,40.73399734,8.5,1.9,12.2
2,2015-01-15 18:03:44 +00:00,2015-01-15 18:14:57 +00:00,1,2.15,-73.97200012,40.76137543,-73.95043182,40.78392029,10,0,11.8
2,2015-01-15 18:03:45 +00:00,2015-01-15 18:22:51 +00:00,5,2.35,-73.95631409,40.78169632,-73.97824097,40.76118088,14,2.25,18.05
2,2015-01-15 18:03:46 +00:00,2015-01-15 18:27:08 +00:00,1,6.15,-73.98027039,40.74570084,-73.99079895,40.69070816,20.5,3,25.3
2,2015-01-15 18:03:46 +00:00,2015-01-15 18:08:42 +00:00,1,0.58,-73.9463501,40.77709961,-73.95516968,40.77952957,5,1.2,8
2,2015-01-15 22:43:16 +00:00,2015-01-15 22:55:38 +00:00,1,1.71,-73.96243286,40.75886154,-73.96243286,40.75886154,9.5,1,11.8
2,2015-01-15 22:43:16 +00:00,2015-01-15 23:02:23 +00:00,6,2.95,-73.99287415,40.75363541,-73.978302,40.72501373,14.5,3,18.8
2,2015-01-15 22:43:16 +00:00,2015-01-15 22:56:46 +00:00,1,1.31,-73.9912262,40.75445557,-73.97303009,40.75298309,10,1,12.3
2,2015-01-15 22:43:17 +00:00,2015-01-15 22:49:58 +00:00,1,1.45,-73.99714661,40.72211075,-73.97926331,40.72817993,7,1.5,9.8
2,2015-01-15 22:43:17 +00:00,2015-01-15 22:51:13 +00:00,1,1.6,-73.95207214,40.77318573,-73.96710968,40.75680542,8,0,9.3
2,2015-01-15 22:43:17 +00:00,2015-01-15 22:55:13 +00:00,1,2.91,-73.99154663,40.72704697,-73.99791718,40.75653076,11.5,1,13.8
2,2015-01-15 22:43:17 +00:00,2015-01-15 23:01:08 +00:00,1,8.09,-73.9981842,40.74570847,-73.9419632,40.83693695,23.5,2,26.8
2,2015-01-15 22:43:17 +00:00,2015-01-15 23:07:02 +00:00,1,5.39,-73.96240234,40.76985931,-73.98052216,40.68864822,21,2.5,24.8
2,2015-01-15 22:43:17 +00:00,2015-01-15 22:51:31 +00:00,1,1.62,-73.98930359,40.74769974,-73.99884796,40.73236465,8,1.7,11
2,2015-01-15 22:43:17 +00:00,2015-01-15 22:53:00 +00:00,2,2,-73.98568726,40.74397659,-73.98506927,40.72454834,9,1.9,12.2
2,2015-01-15 22:43:18 +00:00,2015-01-15 22:47:07 +00:00,1,0.51,-73.98609924,40.72224045,-73.99466705,40.72508621,5,0,6.3
2,2015-01-15 22:43:19 +00:00,2015-01-15 22:52:40 +00:00,1,1.85,-73.97634888,40.76234055,-73.98784637,40.7795105,8.5,2.25,12.05
2,2015-01-15 22:43:19 +00:00,2015-01-15 22:58:26 +00:00,3,4,-73.98911285,40.74232101,-73.95102692,40.7824707,14.5,3,18.8
2,2015-01-15 22:43:19 +00:00,2015-01-15 22:54:21 +00:00,1,1.84,-73.97324371,40.75954819,-73.99443817,40.74594879,9,1.9,12.2
2,2015-01-15 22:43:19 +00:00,2015-01-15 22:58:46 +00:00,5,4.77,-73.97367096,40.7477417,-73.94958496,40.75469589,16,3.3,20.6
